yearID,teamID,R,RA,RperG,RAperG,W,L,WPct,WinRatio,RunsRatio
1965,CHA,647,555,3.9938,3.4259,95,67,0.5864,1.4179,1.1658
1965,SFN,682,593,4.2099,3.6605,95,67,0.5864,1.4179,1.1501
1966,LAN,606,490,3.7407,3.0247,95,67,0.5864,1.4179,1.2367
1978,LAN,727,573,4.4877,3.5370,95,67,0.5864,1.4179,1.2688
1982,ML4,891,717,5.5000,4.4259,95,67,0.5864,1.4179,1.2427
1985,LAN,682,579,4.2099,3.5741,95,67,0.5864,1.4179,1.1779
1987,SLN,798,693,4.9259,4.2778,95,67,0.5864,1.4179,1.1515
1990,PIT,733,619,4.5247,3.8210,95,67,0.5864,1.4179,1.1842
1991,MIN,776,652,4.7901,4.0247,95,67,0.5864,1.4179,1.1902
1993,TOR,847,742,5.2284,4.5802,95,67,0.5864,1.4179,1.1415
1999,TEX,945,859,5.8333,5.3025,95,67,0.5864,1.4179,1.1001
2000,CHA,978,839,6.0370,5.1790,95,67,0.5864,1.4179,1.1657
2000,ATL,810,714,5.0000,4.4074,95,67,0.5864,1.4179,1.1345
2000,SLN,887,771,5.4753,4.7593,95,67,0.5864,1.4179,1.1505
2003,BOS,961,809,5.9321,4.9938,95,67,0.5864,1.4179,1.1879
2005,BOS,910,805,5.6173,4.9691,95,67,0.5864,1.4179,1.1304
2005,LAA,761,643,4.6975,3.9691,95,67,0.5864,1.4179,1.1835
2005,NYA,886,789,5.4691,4.8704,95,67,0.5864,1.4179,1.1229
2006,DET,822,675,5.0741,4.1667,95,67,0.5864,1.4179,1.2178
2008,BOS,845,694,5.2160,4.2840,95,67,0.5864,1.4179,1.2176
2009,BOS,872,736,5.3827,4.5432,95,67,0.5864,1.4179,1.1848
2009,LAN,780,611,4.8148,3.7716,95,67,0.5864,1.4179,1.2766
2010,NYA,859,693,5.3025,4.2778,95,67,0.5864,1.4179,1.2395
2011,DET,787,711,4.8580,4.3889,95,67,0.5864,1.4179,1.1069
2012,NYA,804,668,4.9630,4.1235,95,67,0.5864,1.4179,1.2036
1916,BSN,542,453,3.5658,2.9803,89,63,0.5855,1.4127,1.1965
1924,NYA,798,667,5.2500,4.3882,89,63,0.5855,1.4127,1.1964
1938,CHN,713,598,4.6908,3.9342,89,63,0.5855,1.4127,1.1923
1908,CLE,568,457,3.6883,2.9675,90,64,0.5844,1.4063,1.2429
1913,WS1,596,561,3.8701,3.6429,90,64,0.5844,1.4063,1.0624
1930,CHN,998,870,6.4805,5.6494,90,64,0.5844,1.4063,1.1471
1932,CHN,720,633,4.6753,4.1104,90,64,0.5844,1.4063,1.1374
1940,DET,888,717,5.7662,4.6558,90,64,0.5844,1.4063,1.2385
1957,CHA,707,566,4.5909,3.6753,90,64,0.5844,1.4063,1.2491
1994,CLE,679,562,6.0088,4.9735,66,47,0.5841,1.4043,1.2082
1988,LAN,628,544,3.9006,3.3789,94,67,0.5839,1.4030,1.1544
2002,MIN,768,712,4.7702,4.4224,94,67,0.5839,1.4030,1.0787
1909,BOS,597,550,3.9536,3.6424,88,63,0.5828,1.3968,1.0855
1910,NYA,626,557,4.1457,3.6887,88,63,0.5828,1.3968,1.1239
1913,PHI,693,636,4.5894,4.2119,88,63,0.5828,1.3968,1.0896
1906,CLE,663,482,4.3333,3.1503,89,64,0.5817,1.3906,1.3755
1963,CHA,683,544,4.2160,3.3580,94,68,0.5802,1.3824,1.2555
1965,BAL,641,578,3.9568,3.5679,94,68,0.5802,1.3824,1.1090
1973,OAK,758,615,4.6790,3.7963,94,68,0.5802,1.3824,1.2325
1977,TEX,767,657,4.7346,4.0556,94,68,0.5802,1.3824,1.1674
1982,BAL,774,687,4.7778,4.2407,94,68,0.5802,1.3824,1.1266
1990,CHA,682,633,4.2099,3.9074,94,68,0.5802,1.3824,1.0774
1991,ATL,749,644,4.6235,3.9753,94,68,0.5802,1.3824,1.1630
1993,CHA,776,664,4.7901,4.0988,94,68,0.5802,1.3824,1.1687
1993,MON,732,682,4.5185,4.2099,94,68,0.5802,1.3824,1.0733
1999,BOS,836,718,5.1605,4.4321,94,68,0.5802,1.3824,1.1643
2000,NYN,807,738,4.9815,4.5556,94,68,0.5802,1.3824,1.0935
2007,LAA,822,731,5.0741,4.5123,94,68,0.5802,1.3824,1.1245
2007,NYA,968,777,5.9753,4.7963,94,68,0.5802,1.3824,1.2458
2010,MIN,781,671,4.8210,4.1420,94,68,0.5802,1.3824,1.1639
2011,ARI,731,662,4.5123,4.0864,94,68,0.5802,1.3824,1.1042
2012,OAK,713,614,4.4012,3.7901,94,68,0.5802,1.3824,1.1612
2012,ATL,700,600,4.3210,3.7037,94,68,0.5802,1.3824,1.1667
2012,SFN,718,649,4.4321,4.0062,94,68,0.5802,1.3824,1.1063
2013,PIT,634,577,3.9136,3.5617,94,68,0.5802,1.3824,1.0988
1908,CHA,537,470,3.5329,3.0921,88,64,0.5789,1.3750,1.1426
1925,PHA,831,713,5.4671,4.6908,88,64,0.5789,1.3750,1.1655
1994,CIN,609,490,5.3421,4.2982,66,48,0.5789,1.3750,1.2429
1981,SLN,464,417,4.5490,4.0882,59,43,0.5784,1.3721,1.1127
1904,CHA,600,482,3.8961,3.1299,89,65,0.5779,1.3692,1.2448
1911,DET,831,776,5.3961,5.0390,89,65,0.5779,1.3692,1.0709
1916,CHA,601,497,3.9026,3.2273,89,65,0.5779,1.3692,1.2093
1926,SLN,817,678,5.3052,4.4026,89,65,0.5779,1.3692,1.2050
1937,DET,935,841,6.0714,5.4610,89,65,0.5779,1.3692,1.1118
1940,CLE,710,637,4.6104,4.1364,89,65,0.5779,1.3692,1.1146
1944,SLA,684,587,4.4416,3.8117,89,65,0.5779,1.3692,1.1652
1944,CIN,573,537,3.7208,3.4870,89,65,0.5779,1.3692,1.0670
1947,SLN,780,634,5.0649,4.1169,89,65,0.5779,1.3692,1.2303
1949,CLE,675,574,4.3831,3.7273,89,65,0.5779,1.3692,1.1760
1950,BRO,847,724,5.5000,4.7013,89,65,0.5779,1.3692,1.1699
1953,CHA,716,592,4.6494,3.8442,89,65,0.5779,1.3692,1.2095
1954,ML1,670,556,4.3506,3.6104,89,65,0.5779,1.3692,1.2050
1959,CLE,745,646,4.8377,4.1948,89,65,0.5779,1.3692,1.1533
1960,BAL,682,606,4.4286,3.9351,89,65,0.5779,1.3692,1.1254
1961,LAN,735,697,4.7727,4.5260,89,65,0.5779,1.3692,1.0545
1962,PIT,706,626,4.3851,3.8882,93,68,0.5776,1.3676,1.1278
1966,SFN,675,626,4.1925,3.8882,93,68,0.5776,1.3676,1.0783
1907,CHA,588,474,3.8940,3.1391,87,64,0.5762,1.3594,1.2405
1919,NYA,578,506,4.1583,3.6403,80,59,0.5755,1.3559,1.1423
1904,CIN,695,547,4.5425,3.5752,88,65,0.5752,1.3538,1.2706
1913,CHN,720,630,4.7059,4.1176,88,65,0.5752,1.3538,1.1429
1914,IND,762,622,4.9804,4.0654,88,65,0.5752,1.3538,1.2251
1929,PIT,904,780,5.9085,5.0980,88,65,0.5752,1.3538,1.1590
1940,BRO,697,621,4.5556,4.0588,88,65,0.5752,1.3538,1.1224
1945,DET,633,565,4.1373,3.6928,88,65,0.5752,1.3538,1.1204
1918,CLE,504,447,3.9685,3.5197,73,54,0.5748,1.3519,1.1275
1963,SLN,747,628,4.6111,3.8765,93,69,0.5741,1.3478,1.1895
1964,SLN,715,652,4.4136,4.0247,93,69,0.5741,1.3478,1.0966
1969,ATL,691,631,4.2654,3.8951,93,69,0.5741,1.3478,1.0951
1970,NYA,680,612,4.1975,3.7778,93,69,0.5741,1.3478,1.1111
1978,ML4,804,650,4.9630,4.0123,93,69,0.5741,1.3478,1.2369
1982,CAL,814,670,5.0247,4.1358,93,69,0.5741,1.3478,1.2149
1989,CHN,702,623,4.3333,3.8457,93,69,0.5741,1.3478,1.1268
1991,LAN,665,565,4.1049,3.4877,93,69,0.5741,1.3478,1.1770
2001,HOU,847,769,5.2284,4.7469,93,69,0.5741,1.3478,1.1014
2001,SLN,814,684,5.0247,4.2222,93,69,0.5741,1.3478,1.1901
2002,BOS,859,665,5.3025,4.1049,93,69,0.5741,1.3478,1.2917
2002,SEA,814,699,5.0247,4.3148,93,69,0.5741,1.3478,1.1645
2003,SEA,795,637,4.9074,3.9321,93,69,0.5741,1.3478,1.2480
2004,LAN,761,684,4.6975,4.2222,93,69,0.5741,1.3478,1.1126
2005,CLE,790,642,4.8765,3.9630,93,69,0.5741,1.3478,1.2305
2006,OAK,771,727,4.7593,4.4877,93,69,0.5741,1.3478,1.0605
2009,PHI,820,709,5.0617,4.3765,93,69,0.5741,1.3478,1.1566
2012,BAL,712,705,4.3951,4.3519,93,69,0.5741,1.3478,1.0099
2012,TEX,808,707,4.9877,4.3642,93,69,0.5741,1.3478,1.1429
2013,DET,796,624,4.9136,3.8519,93,69,0.5741,1.3478,1.2756
1994,HOU,602,503,5.2348,4.3739,66,49,0.5739,1.3469,1.1968
1902,SLA,619,607,4.5515,4.4632,78,58,0.5735,1.3448,1.0198
1938,PIT,707,630,4.7133,4.2000,86,64,0.5733,1.3438,1.1222
1981,LAN,450,356,4.0909,3.2364,63,47,0.5727,1.3404,1.2640
1918,NY1,480,415,3.8710,3.3468,71,53,0.5726,1.3396,1.1566
1917,PHI,578,500,3.8026,3.2895,87,65,0.5724,1.3385,1.1560
1931,NY1,768,599,5.0526,3.9408,87,65,0.5724,1.3385,1.2821
1932,CLE,845,747,5.5592,4.9145,87,65,0.5724,1.3385,1.1312
1917,CLE,584,543,3.7922,3.5260,88,66,0.5714,1.3333,1.0755
1919,DET,618,578,4.4143,4.1286,80,60,0.5714,1.3333,1.0692
1926,CLE,738,612,4.7922,3.9740,88,66,0.5714,1.3333,1.2059
1929,NYA,899,775,5.8377,5.0325,88,66,0.5714,1.3333,1.1600
1940,NYA,817,671,5.3052,4.3571,88,66,0.5714,1.3333,1.2176
1941,CIN,616,564,4.0000,3.6623,88,66,0.5714,1.3333,1.0922
1944,DET,658,581,4.2727,3.7727,88,66,0.5714,1.3333,1.1325
1952,SLN,677,630,4.3961,4.0909,88,66,0.5714,1.3333,1.0746
1956,CLE,712,581,4.6234,3.7727,88,66,0.5714,1.3333,1.2255
1960,ML1,724,658,4.7013,4.2727,88,66,0.5714,1.3333,1.1003
1975,PIT,712,565,4.4224,3.5093,92,69,0.5714,1.3333,1.2602
1978,CIN,710,688,4.4099,4.2733,92,69,0.5714,1.3333,1.0320
1980,HOU,637,589,3.9080,3.6135,93,70,0.5706,1.3286,1.0815
1904,CLE,647,482,4.2848,3.1921,86,65,0.5695,1.3231,1.3423
1934,CHN,705,639,4.6689,4.2318,86,65,0.5695,1.3231,1.1033
1979,BOS,841,711,5.2563,4.4438,91,69,0.5688,1.3188,1.1828
1981,ML4,493,459,4.5229,4.2110,62,47,0.5688,1.3191,1.0741
1904,PIT,675,592,4.4118,3.8693,87,66,0.5686,1.3182,1.1402
1921,SLN,809,681,5.2876,4.4510,87,66,0.5686,1.3182,1.1880
1964,CIN,660,566,4.0741,3.4938,92,70,0.5679,1.3143,1.1661
1964,PHI,693,632,4.2778,3.9012,92,70,0.5679,1.3143,1.0965
1966,PIT,759,641,4.6852,3.9568,92,70,0.5679,1.3143,1.1841
1967,BOS,722,614,4.4568,3.7901,92,70,0.5679,1.3143,1.1759
1969,CHN,720,611,4.4444,3.7716,92,70,0.5679,1.3143,1.1784
1976,LAN,608,543,3.7531,3.3519,92,70,0.5679,1.3143,1.1197
1976,PIT,708,630,4.3704,3.8889,92,70,0.5679,1.3143,1.1238
1978,KCA,743,634,4.5864,3.9136,92,70,0.5679,1.3143,1.1719
1982,SLN,685,609,4.2284,3.7593,92,70,0.5679,1.3143,1.1248
1983,DET,789,679,4.8704,4.1914,92,70,0.5679,1.3143,1.1620
1984,SDN,686,634,4.2346,3.9136,92,70,0.5679,1.3143,1.0820
1986,CAL,786,684,4.8519,4.2222,92,70,0.5679,1.3143,1.1491
1987,NYN,823,698,5.0802,4.3086,92,70,0.5679,1.3143,1.1791
1989,KCA,690,635,4.2593,3.9198,92,70,0.5679,1.3143,1.0866
1989,SFN,699,600,4.3148,3.7037,92,70,0.5679,1.3143,1.1650
1992,ML4,740,604,4.5679,3.7284,92,70,0.5679,1.3143,1.2252
1996,NYA,871,787,5.3765,4.8580,92,70,0.5679,1.3143,1.1067
1997,FLO,740,669,4.5679,4.1296,92,70,0.5679,1.3143,1.1061
1998,BOS,876,729,5.4074,4.5000,92,70,0.5679,1.3143,1.2016
2001,ARI,818,677,5.0494,4.1790,92,70,0.5679,1.3143,1.2083
2002,LAN,713,643,4.4012,3.9691,92,70,0.5679,1.3143,1.1089
2004,ANA,836,734,5.1605,4.5309,92,70,0.5679,1.3143,1.1390
2004,MIN,780,715,4.8148,4.4136,92,70,0.5679,1.3143,1.0909
2004,HOU,803,698,4.9568,4.3086,92,70,0.5679,1.3143,1.1504
2008,PHI,799,680,4.9321,4.1975,92,70,0.5679,1.3143,1.1750
2009,COL,804,715,4.9630,4.4136,92,70,0.5679,1.3143,1.1245
2010,SFN,697,583,4.3025,3.5988,92,70,0.5679,1.3143,1.1955
2013,CLE,745,662,4.5988,4.0864,92,70,0.5679,1.3143,1.1254
2013,LAN,649,582,4.0062,3.5926,92,70,0.5679,1.3143,1.1151
1975,BAL,682,553,4.2893,3.4780,90,69,0.5660,1.3043,1.2333
1913,CLE,633,536,4.1645,3.5263,86,66,0.5658,1.3030,1.1810
1915,CHF,640,538,4.2105,3.5395,86,66,0.5658,1.3030,1.1896
1916,NY1,597,504,3.9276,3.3158,86,66,0.5658,1.3030,1.1845
1925,NY1,736,702,4.8421,4.6184,86,66,0.5658,1.3030,1.0484
1938,CLE,847,782,5.5724,5.1447,86,66,0.5658,1.3030,1.0831
1963,MIN,767,602,4.7640,3.7391,91,70,0.5652,1.3000,1.2741
2000,OAK,947,813,5.8820,5.0497,91,70,0.5652,1.3000,1.1648
1914,CHF,621,517,4.0325,3.3571,87,67,0.5649,1.2985,1.2012
1915,SLF,634,527,4.1169,3.4221,87,67,0.5649,1.2985,1.2030
1916,DET,670,595,4.3506,3.8636,87,67,0.5649,1.2985,1.1261
1923,PIT,786,696,5.1039,4.5195,87,67,0.5649,1.2985,1.1293
1926,CIN,747,651,4.8506,4.2273,87,67,0.5649,1.2985,1.1475
1930,NY1,959,814,6.2273,5.2857,87,67,0.5649,1.2985,1.1781
1933,PIT,667,619,4.3312,4.0195,87,67,0.5649,1.2985,1.0775
1936,CHN,755,603,4.9026,3.9156,87,67,0.5649,1.2985,1.2521
1936,SLN,795,794,5.1623,5.1558,87,67,0.5649,1.2985,1.0013
1939,CLE,797,700,5.1753,4.5455,87,67,0.5649,1.2985,1.1386
1943,CIN,608,543,3.9481,3.5260,87,67,0.5649,1.2985,1.1197
1945,WS1,622,562,4.0390,3.6494,87,67,0.5649,1.2985,1.1068
1945,BRO,795,724,5.1623,4.7013,87,67,0.5649,1.2985,1.0981
1946,NYA,684,547,4.4416,3.5519,87,67,0.5649,1.2985,1.2505
1949,DET,751,655,4.8766,4.2532,87,67,0.5649,1.2985,1.1466
1951,BOS,804,725,5.2208,4.7078,87,67,0.5649,1.2985,1.1090
1952,PHI,657,552,4.2662,3.5844,87,67,0.5649,1.2985,1.1902
1957,SLN,737,666,4.7857,4.3247,87,67,0.5649,1.2985,1.1066
1960,CHA,741,617,4.8117,4.0065,87,67,0.5649,1.2985,1.2010
1972,CHA,566,538,3.6753,3.4935,87,67,0.5649,1.2985,1.0520
1907,PHI,512,476,3.4830,3.2381,83,64,0.5646,1.2969,1.0756
1980,LAN,663,591,4.0675,3.6258,92,71,0.5644,1.2958,1.1218
2013,TBA,700,646,4.2945,3.9632,92,71,0.5644,1.2958,1.0836
1959,LAN,705,670,4.5192,4.2949,88,68,0.5641,1.2941,1.0522
1918,WS1,461,412,3.6016,3.2188,72,56,0.5625,1.2857,1.1189
1994,BAL,589,497,5.2589,4.4375,63,49,0.5625,1.2857,1.1851
1910,PIT,655,576,4.2810,3.7647,86,67,0.5621,1.2836,1.1372
1915,PTF,592,524,3.8693,3.4248,86,67,0.5621,1.2836,1.1298
1935,PIT,743,647,4.8562,4.2288,86,67,0.5621,1.2836,1.1484
1902,BOS,664,600,4.8467,4.3796,77,60,0.5620,1.2833,1.1067
1981,BAL,429,437,4.0857,4.1619,59,46,0.5619,1.2826,0.9817
1962,MIN,798,713,4.9259,4.4012,91,71,0.5617,1.2817,1.1192
1967,DET,683,587,4.2160,3.6235,91,71,0.5617,1.2817,1.1635
1967,MIN,671,590,4.1420,3.6420,91,71,0.5617,1.2817,1.1373
1967,SFN,652,551,4.0247,3.4012,91,71,0.5617,1.2817,1.1833
1968,BAL,579,497,3.5741,3.0679,91,71,0.5617,1.2817,1.1650
1971,DET,701,645,4.3272,3.9815,91,71,0.5617,1.2817,1.0868
1974,BAL,659,612,4.0679,3.7778,91,71,0.5617,1.2817,1.0768
1975,KCA,710,649,4.3827,4.0062,91,71,0.5617,1.2817,1.0940
1980,PHI,728,639,4.4938,3.9444,91,71,0.5617,1.2817,1.1393
1983,NYA,770,703,4.7531,4.3395,91,71,0.5617,1.2817,1.0953
1983,LAN,654,609,4.0370,3.7593,91,71,0.5617,1.2817,1.0739
1985,KCA,687,639,4.2407,3.9444,91,71,0.5617,1.2817,1.0751
1987,ML4,862,817,5.3210,5.0432,91,71,0.5617,1.2817,1.0551
1987,MON,741,720,4.5741,4.4444,91,71,0.5617,1.2817,1.0292
1988,MIN,759,672,4.6852,4.1481,91,71,0.5617,1.2817,1.1295
1989,CAL,669,578,4.1296,3.5679,91,71,0.5617,1.2817,1.1574
1990,CIN,693,597,4.2778,3.6852,91,71,0.5617,1.2817,1.1608
1990,NYN,775,613,4.7840,3.7840,91,71,0.5617,1.2817,1.2643
1991,TOR,684,622,4.2222,3.8395,91,71,0.5617,1.2817,1.0997
1996,SDN,771,682,4.7593,4.2099,91,71,0.5617,1.2817,1.1305
2000,SEA,907,780,5.5988,4.8148,91,71,0.5617,1.2817,1.1628
2001,CLE,897,821,5.5370,5.0679,91,71,0.5617,1.2817,1.0926
2003,FLO,751,692,4.6358,4.2716,91,71,0.5617,1.2817,1.0853
2004,OAK,793,742,4.8951,4.5802,91,71,0.5617,1.2817,1.0687
2004,SFN,850,770,5.2469,4.7531,91,71,0.5617,1.2817,1.1039
2009,SLN,730,640,4.5062,3.9506,91,71,0.5617,1.2817,1.1406
2010,ATL,738,629,4.5556,3.8827,91,71,0.5617,1.2817,1.1733
2010,CIN,790,685,4.8765,4.2284,91,71,0.5617,1.2817,1.1533
2011,TBA,707,614,4.3642,3.7901,91,71,0.5617,1.2817,1.1515
1907,CLE,530,525,3.4868,3.4539,85,67,0.5592,1.2687,1.0095
1928,PIT,837,704,5.5066,4.6316,85,67,0.5592,1.2687,1.1889
1942,NY1,675,600,4.4408,3.9474,85,67,0.5592,1.2687,1.1250
1978,BAL,659,633,4.0932,3.9317,90,71,0.5590,1.2676,1.0411
1979,CIN,731,644,4.5404,4.0000,90,71,0.5590,1.2676,1.1351
1910,DET,679,582,4.4091,3.7792,86,68,0.5584,1.2647,1.1667
1920,NY1,682,543,4.4286,3.5260,86,68,0.5584,1.2647,1.2560
1922,CIN,766,677,4.9740,4.3961,86,68,0.5584,1.2647,1.1315
1924,DET,849,796,5.5130,5.1688,86,68,0.5584,1.2647,1.0666
1930,NYA,1062,898,6.8961,5.8312,86,68,0.5584,1.2647,1.1826
1930,BRO,871,738,5.6558,4.7922,86,68,0.5584,1.2647,1.1802
1932,PIT,701,711,4.5519,4.6169,86,68,0.5584,1.2647,0.9859
1933,CHN,646,536,4.1948,3.4805,86,68,0.5584,1.2647,1.2052
1937,CHA,780,730,5.0649,4.7403,86,68,0.5584,1.2647,1.0685
1937,PIT,704,646,4.5714,4.1948,86,68,0.5584,1.2647,1.0898
1947,BSN,701,622,4.5519,4.0390,86,68,0.5584,1.2647,1.1270
1950,NY1,735,643,4.7727,4.1753,86,68,0.5584,1.2647,1.1431
1960,SLN,639,616,4.1494,4.0000,86,68,0.5584,1.2647,1.0373
2013,TEX,730,636,4.4785,3.9018,91,72,0.5583,1.2639,1.1478
1994,KCA,574,532,4.9913,4.6261,64,51,0.5565,1.2549,1.0789
1929,NY1,897,709,5.9404,4.6954,84,67,0.5563,1.2537,1.2652
1979,NYA,734,672,4.5875,4.2000,89,71,0.5563,1.2535,1.0923
1903,PHA,597,519,4.4222,3.8444,75,60,0.5556,1.2500,1.1503
1915,WS1,569,491,3.7190,3.2092,85,68,0.5556,1.2500,1.1589
1927,CHN,750,661,4.9020,4.3203,85,68,0.5556,1.2500,1.1346
1964,SFN,656,587,4.0494,3.6235,90,72,0.5556,1.2500,1.1175
1965,PIT,675,580,4.1667,3.5802,90,72,0.5556,1.2500,1.1638
1969,DET,701,601,4.3272,3.7099,90,72,0.5556,1.2500,1.1664
1969,SFN,713,636,4.4012,3.9259,90,72,0.5556,1.2500,1.1211
1971,SFN,706,644,4.3580,3.9753,90,72,0.5556,1.2500,1.0963
1971,SLN,739,699,4.5617,4.3148,90,72,0.5556,1.2500,1.0572
1974,OAK,689,551,4.2531,3.4012,90,72,0.5556,1.2500,1.2505
1976,KCA,713,611,4.4012,3.7716,90,72,0.5556,1.2500,1.1669
1977,CHA,844,771,5.2099,4.7593,90,72,0.5556,1.2500,1.0947
1978,PHI,708,586,4.3704,3.6173,90,72,0.5556,1.2500,1.2082
1980,MON,694,629,4.2840,3.8827,90,72,0.5556,1.2500,1.1033
1981,MON,443,394,4.1019,3.6481,60,48,0.5556,1.2500,1.1244
1982,KCA,784,717,4.8395,4.4259,90,72,0.5556,1.2500,1.0934
1983,PHI,696,635,4.2963,3.9198,90,72,0.5556,1.2500,1.0961
1984,NYN,652,676,4.0247,4.1728,90,72,0.5556,1.2500,0.9645
1985,CAL,732,703,4.5185,4.3395,90,72,0.5556,1.2500,1.0413
1986,NYA,797,738,4.9198,4.5556,90,72,0.5556,1.2500,1.0799
1987,SFN,783,669,4.8333,4.1296,90,72,0.5556,1.2500,1.1704
1992,MIN,747,653,4.6111,4.0309,90,72,0.5556,1.2500,1.1440
1992,CIN,660,609,4.0741,3.7593,90,72,0.5556,1.2500,1.0837
1996,TEX,928,799,5.7284,4.9321,90,72,0.5556,1.2500,1.1615
1996,LAN,703,652,4.3395,4.0247,90,72,0.5556,1.2500,1.0782
1997,SEA,925,833,5.7099,5.1420,90,72,0.5556,1.2500,1.1104
1997,SFN,784,793,4.8395,4.8951,90,72,0.5556,1.2500,0.9887
2000,CLE,950,816,5.8642,5.0370,90,72,0.5556,1.2500,1.1642
2001,SFN,799,748,4.9321,4.6173,90,72,0.5556,1.2500,1.0682
2003,MIN,801,758,4.9444,4.6790,90,72,0.5556,1.2500,1.0567
2005,ATL,769,674,4.7469,4.1605,90,72,0.5556,1.2500,1.1409
2006,CHA,868,794,5.3580,4.9012,90,72,0.5556,1.2500,1.0932
2007,ARI,712,732,4.3951,4.5185,90,72,0.5556,1.2500,0.9727
2008,MIL,750,689,4.6296,4.2531,90,72,0.5556,1.2500,1.0885
2010,TEX,787,687,4.8580,4.2407,90,72,0.5556,1.2500,1.1456
2010,SDN,665,581,4.1049,3.5864,90,72,0.5556,1.2500,1.1446
2011,BOS,875,737,5.4012,4.5494,90,72,0.5556,1.2500,1.1872
2011,SLN,762,692,4.7037,4.2716,90,72,0.5556,1.2500,1.1012
2012,TBA,697,577,4.3025,3.5617,90,72,0.5556,1.2500,1.2080
2013,CIN,698,589,4.3086,3.6358,90,72,0.5556,1.2500,1.1851
1981,HOU,394,331,3.5818,3.0091,61,49,0.5545,1.2449,1.1903
1926,PHA,677,570,4.5133,3.8000,83,67,0.5533,1.2388,1.1877
1938,NY1,705,637,4.7000,4.2467,83,67,0.5533,1.2388,1.1068
1985,CIN,677,666,4.2050,4.1366,89,72,0.5528,1.2361,1.0165
1902,CHA,675,602,5.0373,4.4925,74,60,0.5522,1.2333,1.1213
1998,CHN,831,792,5.0982,4.8589,90,73,0.5521,1.2329,1.0492
2007,COL,860,758,5.2761,4.6503,90,73,0.5521,1.2329,1.1346
1911,PIT,744,557,4.8312,3.6169,85,69,0.5519,1.2319,1.3357
1922,PIT,865,736,5.6169,4.7792,85,69,0.5519,1.2319,1.1753
1922,SLN,863,819,5.6039,5.3182,85,69,0.5519,1.2319,1.0537
1927,WS1,782,730,5.0779,4.7403,85,69,0.5519,1.2319,1.0712
1934,CLE,814,763,5.2857,4.9545,85,69,0.5519,1.2319,1.0668
1939,CHA,755,737,4.9026,4.7857,85,69,0.5519,1.2319,1.0244
1947,DET,714,642,4.6364,4.1688,85,69,0.5519,1.2319,1.1121
1948,SLN,742,646,4.8182,4.1948,85,69,0.5519,1.2319,1.1486
1955,ML1,743,668,4.8247,4.3377,85,69,0.5519,1.2319,1.1123
1956,CHA,776,634,5.0390,4.1169,85,69,0.5519,1.2319,1.2240
1961,SFN,773,655,5.0195,4.2532,85,69,0.5519,1.2319,1.1802
1981,NYA,421,343,3.9346,3.2056,59,48,0.5514,1.2292,1.2274
1981,PHI,491,472,4.5888,4.4112,59,48,0.5514,1.2292,1.0403
1959,ML1,724,623,4.6410,3.9936,86,70,0.5513,1.2286,1.1621
