lwage,yrs_school,ttl_exp,black
1.710441,12,6.012821,1
.9872494,12,5.326923,0
2.022625,12,14.92949,1
1.729187,12,10.38461,1
1.554833,12,14.04487,1
1.836118,12,17.96795,1
1.175563,10,13.15385,1
2.071763,16,13.30769,1
1.402665,13,14.80769,1
2.309006,15,15.08333,1
2.047121,18,14.73718,1
1.488025,10,16.42308,0
1.588281,7,8.269231,1
1.207312,14,4.75,1
1.029977,11,4.423077,1
.6587456,13,9.634616,1
1.078004,12,14.38462,1
.6860148,12,6.794872,1
1.952331,12,15.44872,1
3.693819,16,15.22436,1
1.430455,11,11.60256,1
.2961002,8,7.25,1
1.298404,12,19.83333,1
2.673649,16,9.858974,1
1.08074,10,3.076923,1
1.863967,16,12.44231,0
1.253453,12,18.64744,0
1.90314,12,8.576923,1
1.963694,10,4.653846,1
1.404643,14,12.32692,1
1.478892,12,19.03846,1
1.823198,16,14.34615,1
1.06421,12,12.4359,1
1.715598,12,15.33333,1
1.791491,13,18.44231,0
1.532477,10,13,1
2.69617,17,14.62179,1
2.186612,12,18.13461,1
1.978276,16,11.44231,0
1.02499,6,11.90385,1
3.576036,17,9.660257,0
1.471526,12,17.48077,0
.6205243,12,9.679487,1
2.385226,15,18.17308,0
1.484382,12,11,0
1.760132,14,12.13461,0
1.007052,16,8.634616,0
1.649144,9,13.47436,0
1.115744,8,2.320513,0
1.078004,13,11.51923,0
1.530736,12,13.82692,0
1.430455,12,6.993589,0
3.656079,13,18,0
1.667311,10,13.99359,0
1.479245,12,10.92308,0
1.758959,12,11.23077,0
1.024545,17,11.07692,0
2.449115,12,12.36539,0
1.144253,10,2.788462,0
2.312997,18,17.85898,0
2.204533,18,17.91667,0
.9432975,12,12.48077,0
2.452586,16,17.91667,0
1.940836,16,13.04487,0
1.223112,12,13.39103,1
1.743372,13,7.423077,1
2.385967,18,15.13462,1
1.42033,12,8.608974,0
1.765657,12,6.25,0
1.392715,12,10.66026,0
1.486205,12,9.730769,0
1.670116,11,11.50641,0
2.202414,18,12.19231,0
1.777977,12,14.92949,0
3.656079,13,14.36539,0
1.955753,12,11.34615,0
1.506043,13,18.37179,0
1.207312,12,9.057693,0
1.105033,12,16.19231,1
1.431935,11,16.48077,1
1.181994,14,7.967949,1
1.439598,12,10.01923,1
1.392715,16,4.737179,0
2.551481,18,14.80769,1
1.916259,12,18.48077,0
1.680897,12,12.75,1
2.014366,17,16.97436,1
2.309006,12,7.141026,1
.9196296,17,3.576923,1
1.260325,14,15.9359,1
1.392715,7,9.416667,1
1.615858,12,12.89744,1
1.298404,12,17.29487,1
1.169571,12,10.16667,1
1.426447,11,9.423077,1
1.615858,12,10.51923,1
1.287354,11,16.94231,1
1.862719,12,16.39744,1
1.206385,12,15.83333,1
1.164752,12,16.08333,1
1.887411,12,18.5,1
1.74899,12,18.09615,1
2.085862,8,8.230769,1
1.115744,12,11,1
1.441505,12,15.40385,1
1.06421,12,15.37179,1
1.726326,9,14.75,1
.9862493,7,14.96154,1
2.060544,12,10.36539,1
1.506043,12,11.64103,1
.9922369,12,15.5,0
1.207312,12,6.391026,0
1.488025,12,15.23077,1
1.392715,16,12.82692,0
1.09161,11,19.6282,1
1.685384,12,11.75,1
.9922369,18,21.75,1
1.392715,12,10.5,1
1.376585,17,8.096154,1
1.207312,9,5.833333,0
2.258975,12,17.11539,0
1.320144,11,13.46154,1
1.655079,12,13.99359,1
1.804824,18,12.74359,0
1.351893,11,11.36539,1
2.599763,13,16.88461,1
1.952331,16,13.21154,1
2.166656,18,12.87821,0
1.990452,18,10.66667,1
.8818893,11,6,1
1.230196,12,9.076923,1
1.449095,14,13.83333,1
1.511386,9,6.102564,1
2.834917,16,19.92949,1
2.017583,15,16.11539,1
1.532477,12,14.80769,1
1.662742,9,11.6859,1
2.857358,16,16.84615,1
1.952331,11,16.82051,1
1.169571,14,13.60256,1
1.179521,11,12.69231,1
2.229096,12,15.70513,1
2.698883,12,15.41667,0
1.392715,13,8.961538,0
2.05127,12,17.55769,0
2.084861,12,16.42308,0
1.83097,12,11.70513,0
2.435109,14,18,0
1.343524,12,17.59615,0
2.006819,16,8.564102,0
1.306402,13,14.59615,0
1.431935,12,18.67307,0
1.929208,16,13.73077,0
1.298481,11,10,0
1.535949,12,20.33333,0
1.495271,12,5.910256,0
1.661214,11,13.32692,0
1.837401,12,7.73718,0
1.758746,12,7.070513,0
2.026752,12,12.46154,0
1.929208,12,13.69872,0
1.09161,13,.7948718,0
1.430455,12,7.532052,0
1.724892,12,8.608974,0
1.500672,12,6.166667,0
2.293689,12,17.5,0
2.309006,12,16.57051,0
1.952331,12,10.69231,0
3.076146,12,19.94872,0
2.278959,16,13.57692,0
1.818867,12,16.80769,0
2.557739,14,14.60897,0
2.031405,12,16.53846,0
1.680435,17,24.23718,0
3.576036,16,14.26923,0
1.392715,12,14.52564,0
1.248844,12,13.62179,1
1.963694,16,14.98077,1
1.615858,17,15.29487,1
2.230828,15,8.378205,1
2.404316,13,15.63462,1
1.79818,14,14.30128,0
1.676389,16,5.5,0
2.863809,17,15.66667,0
2.451893,13,16,0
2.402131,13,20.58333,0
1.755968,12,18.82692,0
1.143012,6,4.019231,1
.4459648,11,2.115385,1
1.574325,15,7.570513,0
2.164673,18,15,0
1.029977,10,7.807692,1
1.824497,16,6.044872,0
1.612777,12,12.65385,0
1.169571,7,15.80769,0
1.872668,14,13.84615,0
1.353974,16,10.17308,0
2.566435,18,16.39744,0
1.97939,17,9.653847,0
1.03604,12,.7115384,0
2.634561,17,14.83333,0
1.422273,0,15.69872,0
1.225479,6,9.185897,0
1.392715,12,9.185898,0
1.77252,17,16.71154,0
.8818893,11,4.038462,0
1.450984,12,14.33333,1
1.583335,12,14.08333,1
1.03604,12,5.525641,1
1.404111,12,4.365385,1
1.79551,12,15.16667,1
1.79818,13,7.628205,1
.9740042,12,10.26923,0
2.451893,16,18.47436,1
1.511386,9,17.42949,1
1.287354,12,14.15385,1
.7985071,10,4.352564,1
1.883746,12,13.66026,1
1.078004,12,6.839744,1
1.664566,9,5.019231,1
.9082066,18,16.07692,0
2.023986,18,18.83333,0
1.549718,12,12.83333,1
1.549718,12,11.05769,1
2.269849,12,12.27564,0
1.392715,12,7.038462,0
.9495477,10,3.826923,0
1.558229,7,15.96154,1
2.586637,16,14.25,0
2.71073,17,13.25,1
1.029977,12,.8846154,1
1.447203,12,10.24359,0
1.615858,13,14.48077,0
1.707857,12,11.98718,0
2.661913,16,12.70513,0
1.341422,12,18.85897,0
.8951342,12,11.16026,1
1.968204,12,10.59615,1
