"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1245",-0.18126,-0.57583,0.96874,-1.40715,-0.31778,0.15605,-1.37386,-0.75499,1.35183,0.35279,1.50814,-1.03209,-0.34454,0.94545,-0.61927,-1.40095,-1.56783,-0.86707,-1.24482,-0.0155,1.07866,-0.65672,0.037,-1.05415,-1.25268,-1.27619,-1.23051,-0.9085,-1.08902,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1246",0.2103,-0.42441,0.29622,-0.08331,-0.2374,0.06036,-0.12958,0.12901,-0.64103,-0.60606,-1.28137,0.2389,-0.70572,-0.52441,-0.59402,-0.19946,-0.44112,-0.73429,-0.74299,-1.11165,-0.35102,0.12894,0.11168,-0.42483,-0.39197,-0.53141,0.28714,-0.1336,-1.08902,-0.07758,0.13048,-0.21792,-0.27326,-0.0459,-0.78542,-0.37737,-0.46743,-0.38122
"1247",-1.45769,-1.3942,-1.46227,-0.39855,-1.42668,0.12815,-0.47437,-0.18331,-1.47649,-1.21583,-1.28137,-0.16555,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-0.7756,-1.43337,-1.08902,-0.81348,0.4895,0.20332,-0.27539,-0.37357,-0.21944,-1.39906,-1.12704,-1.32403
"1248",-1.45769,-1.3942,-1.46227,-1.40715,-0.19477,-1.21719,-0.04484,-1.36832,-1.47649,-1.21583,-1.28137,0.27244,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-0.7332,-0.59696,0.58799,-0.34924,-1.48332,-0.34551,-1.27619,0.36145,-1.43337,-0.79563,-0.34634,-0.86969,-1.44434,0.32299,-1.21368,-1.22961,-1.39906,-0.21952,-1.32403
"1249",0.0397,-0.52463,-0.00437,-0.08103,-0.55221,-0.41227,0.10072,-0.05173,-0.47118,-0.07635,-0.21701,-0.54561,-0.39935,-0.10566,-0.7926,-0.36544,-0.49169,-0.147,-0.6411,-0.4861,-1.03507,-0.06423,-0.36532,-0.04746,-0.50901,-0.51506,0.57708,-0.31674,-1.08902,-0.604,-0.14088,-0.17796,0.12713,-0.10793,0.27934,-0.25556,-0.21952,-0.09057
"1250",-0.65015,-1.12194,-0.12058,-0.23445,0.28141,-0.34097,-0.63753,-1.36832,-0.21415,-0.50297,0.13317,0.03516,-0.46737,0.30744,0.17925,-0.43817,-0.60834,-1.20466,-0.34584,-0.24952,-0.52774,-0.69213,-1.05749,0.10756,-0.50073,-0.83067,-1.01258,-0.70743,-0.07454,0.36449,-0.15635,-0.66503,-0.5491,-0.85063,-0.49082,-0.10443,-0.33855,-0.63451
"1251",0.88016,0.58413,0.85355,1.0789,0.3853,1.13334,1.03859,1.23614,0.47207,1.14075,0.75024,0.81717,0.67014,1.035,0.54077,0.87908,0.49236,0.82689,0.68723,0.10693,-0.01183,1.03564,1.41002,0.8864,0.60573,0.76721,1.37744,0.70785,0.51484,0.71299,1.26375,0.76547,1.1066,0.86518,0.98274,0.57806,0.55033,0.80704
"1252",0.02688,1.03492,0.48211,-0.26728,0.46197,1.39187,-0.27313,0.09671,1.3367,1.3097,1.02759,0.36895,0.3091,0.18805,0.13991,-0.05136,-0.20851,0.22608,-0.56299,-0.21064,0.02541,-0.80026,0.99612,0.36229,0.15225,0.1451,0.13831,-0.30087,0.9628,0.40738,0.05366,-0.08134,-0.14882,0.80847,-0.28693,-0.36054,-0.71664,-0.15559
"1253",0.62087,-0.1937,0.0508,0.31374,0.47158,-1.21719,-0.23375,0.26774,-0.13676,0.16814,0.15381,0.11591,0.95194,-0.15471,0.82251,0.49969,0.17571,-0.21687,0.50778,0.81198,0.8727,0.42289,0.55057,0.27286,0.34478,0.33437,0.06486,-0.06427,-0.26156,-0.15851,-0.61517,-0.48896,0.00865,-0.249,-0.89596,-0.4918,-0.51182,0.48131
"1254",0.05593,0.099,-0.49932,0.18201,0.27848,-1.21719,-0.31126,0.08569,0.4306,0.03173,1.15955,0.38263,0.00069,0.43874,0.44763,-0.31283,-0.4776,0.34285,-0.01185,0.26783,1.38435,0.68307,-0.29119,0.09369,0.22474,0.37078,-0.17897,0.41874,0.31683,-0.41414,0.04331,-0.32639,-0.21373,0.45729,-0.11542,-0.4918,-0.37107,0.20437
"1255",-0.24095,-0.33438,-0.02299,0.22746,-0.03531,-0.12306,-0.05389,-0.31968,-0.65387,-0.48616,-1.28137,-1.03209,-0.78033,0.22377,-0.21304,-0.31584,0.15281,-0.25201,-0.71511,0.02156,-0.29363,-1.12665,0.16707,0.22701,-0.91456,-0.23134,-1.23051,-0.65563,-1.00871,-0.73065,-0.42423,-0.40399,-1.47218,-0.20303,-0.20243,-1.39906,-1.34579,-0.61772
"1256",0.42396,0.08411,1.2265,0.82629,0.60994,-1.21719,0.49655,0.12015,-1.47649,-1.21583,-1.28137,-0.78472,0.31575,-1.39979,-0.19025,0.96031,1.08955,0.48434,0.80185,0.45146,-0.30563,1.25731,-1.20963,0.12293,0.95807,0.44958,1.39041,0.65251,-0.87364,0.40738,1.01376,1.00945,0.6107,0.67624,0.44676,0.68815,0.13419,0.98372
"1257",0.60819,-0.10889,0.12032,0.24536,0.35872,-0.16992,0.33457,0.52004,-0.20265,-0.34373,-0.18408,0.03516,0.1307,-0.2668,0.43886,0.00411,0.21255,1.87673,0.85332,-0.24038,0.35647,1.0492,-0.81028,0.40962,0.54904,0.60648,0.47927,-0.06427,-0.4155,0.19395,0.02651,0.0473,0.97566,1.1037,0.97073,-0.16991,0.28825,0.33975
"1258",0.54623,0.56206,0.42851,-0.17709,0.99817,0.44917,-0.57593,0.43593,0.58178,0.3342,-0.41625,-1.03209,0.81998,0.06614,0.7253,0.39006,0.6243,0.75041,0.83827,0.63595,0.56405,1.00693,0.16707,0.53988,-0.04705,1.19467,0.91008,-0.22298,0.25283,0.74066,-1.26183,-0.84702,0.31767,0.426,0.97575,0.1381,0.64424,0.03509
"1259",-0.2287,-0.29003,-0.09052,-0.32172,-0.55945,-0.38536,-0.01604,0.30773,-0.42053,-0.10067,-0.16542,-0.20206,-0.82736,-0.64264,-0.78815,-0.36544,-0.17691,-0.21687,-0.48644,-0.63155,-1.06221,0.09804,0.26706,-0.71832,-0.42556,-0.55648,0.52433,-0.18755,-0.42917,-0.8853,-0.01916,-0.18669,0.14167,0.10902,0.31758,-0.29862,-0.03854,0.20437
"1260",0.2253,-0.23815,0.28665,0.15932,-0.23997,0.02695,0.32098,-0.41699,-0.21801,0.04117,0.03503,-0.56343,0.00258,-0.31403,-0.30034,-0.04001,-0.02219,0.36384,-0.25333,-0.57935,-1.06221,0.35149,-0.01524,-0.15038,-0.01967,0.0336,0.81914,-0.15123,-0.73634,0.17062,0.43747,-0.12119,0.52284,0.19488,0.75127,-0.1221,-0.13365,0.13098
"1261",-0.19289,0.57364,0.54885,-0.70215,-0.34045,0.40819,-0.75499,-0.55162,0.31351,-0.55981,-0.16278,-0.33949,-0.24918,1.57649,-0.00981,-0.48393,0.81805,-0.56667,-0.05496,-0.40429,-1.06221,-0.52194,-0.1164,-0.46516,-0.19464,-0.02884,-1.23051,-0.44865,-0.88106,0.05421,-0.38981,0.39063,-0.07488,-0.46717,-0.56139,0.49137,0.32343,-0.33441
"1262",0.85118,1.07393,1.1306,1.03409,1.04305,1.1581,1.1718,1.13147,0.98331,1.1646,1.09826,0.74974,0.96665,0.84384,0.96698,0.98054,-1.56783,0.74407,0.28862,0.61134,0.15359,0.99783,1.30886,0.9439,0.93995,1.05337,1.14966,0.72841,0.52972,0.81469,1.01657,1.05161,-0.14333,1.03066,1.13866,0.73147,0.10928,0.60696
"1263",0.09957,-0.40392,0.53536,-0.05181,-0.29021,0.52038,-0.02701,0.81466,0.09198,0.22176,-0.39901,0.30487,-0.21955,0.01168,-0.47759,0.01269,-0.16879,-0.25559,-0.62596,-0.70322,-0.56436,0.39459,-0.15152,-0.0911,-0.15975,0.06005,0.12273,-0.10143,-1.06147,-0.18165,-0.12066,-0.17579,0.44545,0.13125,0.26068,0.20941,-0.21721,0.06884
"1264",0.1717,-1.12848,-0.19015,-0.87144,-1.16947,-0.26141,-0.44628,0.20508,0.60419,-0.42964,-1.28137,-1.03209,-1.04535,0.44753,-0.60476,-0.78728,-1.43506,-1.20466,-1.17122,-1.10724,-1.06221,-0.70423,-1.20963,-1.48332,-1.03104,-1.14712,-0.58637,-1.05824,-0.9037,-0.51633,-0.82466,-0.69548,-1.11831,-1.34158,-0.84237,-0.46979,-0.63401,-0.85384
"1265",0.08583,-0.01084,0.03172,0.08584,-0.28479,-0.04898,0.29005,0.42452,-0.2496,0.0222,-0.27173,-0.01808,-0.33896,-0.13807,-0.29525,-0.28611,-0.21532,-0.16318,-0.1721,-0.34706,-0.03552,-1.12665,0.17174,-0.12799,0.20185,-0.14875,0.4915,0.08639,-0.01971,0.15374,0.11909,0.14474,0.32511,0.1583,0.2179,-0.14935,-0.06135,-0.03644
"1266",-0.16977,-0.69206,-0.23688,-0.15214,-0.60792,-0.50231,0.04723,0.27528,-0.72818,-0.52877,-0.52726,-0.33949,-0.92424,-0.3313,-0.65665,-0.40774,-1.29546,-0.82723,-0.3384,-0.33336,-0.12032,-0.15197,-0.27628,-0.35747,0.05115,-0.31223,-0.49997,-0.31942,-1.03472,-0.93691,-0.25817,-0.3393,-0.03854,-0.17192,-0.35946,-0.46168,-0.64914,-0.34052
"1267",-0.96282,-1.3942,0.19415,0.08009,-0.48949,0.20747,0.10457,0.52233,0.16544,0.05976,0.28486,0.08871,-1.36149,-0.26951,-0.72819,-1.40095,-1.56783,-1.20466,-1.11116,-1.45936,-1.06221,-0.31097,-0.26525,-1.48332,-0.33856,-0.15696,-1.23051,-0.3746,-0.80934,0.22058,0.07801,-0.15228,-1.11265,-0.07067,0.16394,-0.64776,0.22301,0.01876
"1268",-0.07031,0.21559,0.19948,0.42125,0.31028,0.1852,-0.22552,0.33344,-0.02008,-0.06311,-0.05147,-0.42923,-0.29822,0.25045,0.42104,-0.28028,-0.75656,-0.27007,-0.47782,-0.34706,-0.10401,0.15394,0.19703,0.4391,-0.15123,0.03806,0.23279,-0.18755,-0.02267,0.93277,-0.03039,0.21738,-0.27966,0.63707,-0.37142,0.2377,0.3954,0.38349
"1269",0.2517,0.64989,0.35267,0.64071,0.34513,0.54852,0.14215,0.42069,-0.37041,0.14746,0.16488,0.29501,0.04498,-0.07876,0.54567,-0.12994,0.3404,0.51548,-0.06885,0.53503,1.39388,0.10845,0.56775,0.48165,0.62306,0.86036,0.24273,0.23621,-0.26926,-0.08135,0.36058,0.42668,0.31231,0.49864,0.45878,-1.21365,0.1554,0.51529
"1270",-0.00122,0.3083,0.39301,-0.02778,-0.22974,-0.29517,-1.37386,-1.14333,0.241,-0.40264,0.33937,-0.293,0.29293,-0.31119,0.24756,-0.64038,-0.19007,0.03119,-0.73174,-1.3398,-0.28966,-0.99389,0.44934,-0.2789,0.00454,0.11488,-0.84817,0.09662,-0.70496,-0.19454,-0.07915,-0.69162,-0.63535,-0.47779,-0.00482,-1.39906,-0.33589,-0.24748
"1271",1.18402,1.06185,1.45504,1.12484,1.47735,0.93227,0.67601,1.15063,1.20338,0.78316,1.43816,0.37581,1.35067,1.48118,1.57494,1.66032,1.3882,0.96675,1.0876,1.52428,2.03333,1.06066,1.13319,1.45768,0.23598,0.58827,0.56592,0.48636,1.20636,-0.0757,0.4144,0.24351,0.03725,-0.05708,0.38799,0.21419,0.42543,0.61018
"1272",-1.04751,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-0.94078,-0.28293,-1.47649,-1.21583,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.04859,-1.56783,-1.20466,-1.24482,-1.60767,-0.87967,-0.84863,-1.15317,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,0.2006,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-0.77208,0.35693
"1273",-0.65015,-0.88365,-1.46227,-1.40715,0.46799,0.14113,-1.37386,-1.36832,0.28073,0.21789,-0.47376,0.10089,-0.01844,-1.39979,0.38312,-1.40095,-1.56783,-1.20466,-0.65133,0.22709,-1.06221,-1.12665,-1.20963,0.11271,-0.93408,0.05569,-1.23051,-0.63268,-1.08902,-1.29865,-0.14344,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1274",-1.14732,-1.3018,-0.64619,-0.926,0.24555,-0.49375,-0.86198,-0.6092,-0.71418,-1.07137,-1.28137,-1.03209,-1.36149,-1.37249,-0.47759,-0.60696,-1.41365,-0.98983,-0.95076,-1.60767,-0.60809,-0.61701,-1.04106,-0.96365,-1.0992,-1.09255,-0.06276,-0.65951,-0.93477,-1.13451,-0.54824,-0.90873,-0.72762,-0.94645,-0.74333,-1.13145,-1.27968,-0.99987
"1275",0.35938,0.38632,0.79213,0.69016,0.12878,0.76503,1.11896,0.85209,0.18617,0.85762,-0.1141,0.77122,-0.33896,-0.01268,0.24619,0.10036,-0.14645,0.53622,0.1412,-0.06647,0.52253,0.7591,0.13856,0.0689,0.36929,0.11897,0.76505,0.09322,-1.06147,1.65558,0.60661,0.59982,0.73883,0.86846,0.37877,1.40675,0.43305,-0.19906
"1276",1.12593,1.18882,0.81682,0.89408,1.45903,0.84891,1.07795,0.91673,1.64643,1.37915,1.76298,0.89638,1.10715,1.32599,1.07782,1.32844,1.33118,1.54033,1.59448,1.34492,1.24231,0.87446,1.24483,1.19509,1.0288,1.42237,0.73972,1.31998,1.27961,1.14425,1.33774,1.14585,0.98749,1.27821,1.40135,1.18569,0.94316,1.11014
"1277",-0.66957,-0.22624,-1.46227,-1.40715,-0.49966,-1.1631,-1.37386,-1.36832,-0.17457,-0.36173,-0.23965,-1.03209,-0.45461,-1.39979,-0.89147,-1.40095,-0.31108,-0.81431,-0.47354,0.45597,-1.06221,-0.19019,-1.20963,-1.48332,-1.25268,-1.20512,-0.89323,-0.69521,-1.08902,-0.28127,-1.26183,-0.63921,-0.79515,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1278",0.73553,-0.31585,0.34595,0.4463,0.78125,-0.19736,0.29788,0.19036,0.03635,0.07119,-0.07744,-0.39838,0.90218,-0.0251,0.73007,0.24626,0.78049,-0.43688,0.58985,0.18778,0.23081,-0.2449,0.12154,0.56665,0.13372,0.27434,0.16873,0.35594,-0.12284,0.09486,-0.39319,0.09974,-0.32585,0.05296,-0.28693,0.12758,-0.30978,0.10327
"1279",-0.05003,-0.538,-0.09422,0.33888,-0.11049,-0.20357,0.27259,0.00453,-0.19885,0.23326,-0.35891,-0.26173,-0.36434,-0.16194,-0.45301,0.11581,-0.16395,0.0523,-0.03317,-0.73043,-0.72747,-0.00408,0.44232,-0.31872,-0.27829,-0.2195,0.44001,0.09831,-0.8961,-0.55229,-0.00808,-0.21792,0.30367,0.1863,0.31758,0.16509,0.03166,-0.23649
"1280",-0.19056,-0.23098,0.00064,-0.02778,-0.02709,-0.0411,0.21987,0.05943,0.00414,0.17831,-0.07267,-0.58159,-0.45778,0.10679,-0.03397,-0.17832,-0.50122,0.24974,-0.04947,-0.1876,-1.05307,-0.2677,0.31444,-0.15492,-0.42177,-0.24938,0.10916,-0.12275,-0.16336,0.27752,-0.32157,-0.10904,-0.03854,-0.3485,-0.29431,-0.16238,-0.1635,-0.63451
"1281",0.26462,-0.23815,0.20478,0.56128,-0.43076,-0.06493,-0.05844,0.37744,0.43601,0.25584,0.76169,-1.03209,0.52692,0.05665,0.05042,0.26936,-1.56783,0.60768,0.97715,1.10585,0.80321,1.23307,1.1596,0.61498,0.40876,0.38922,-0.38938,0.84953,0.54114,-0.20545,0.7052,-0.2863,0.02682,0.45857,0.07185,0.11424,-0.47053,0.70094
"1282",0.13961,-0.70823,0.00727,0.13968,0.17431,-0.24824,0.33905,0.39473,-0.57662,-1.01051,0.37494,-0.23571,-0.58036,0.19793,0.75507,-0.18619,0.24686,-0.85361,-1.24482,-0.00978,-1.06221,0.33939,0.37105,0.27286,0.21336,0.00406,-1.09872,-0.32748,-0.88106,-0.70613,-0.66887,-0.81547,-0.98676,0.23985,-0.53729,-0.44044,-0.78988,0.30887
"1283",1.72843,1.75484,1.52538,1.45066,1.62602,1.96001,0.98113,2.20385,1.43821,1.372,1.58654,1.7589,1.26848,1.65682,1.56515,1.4984,1.62394,1.91101,1.29195,1.34211,0.84093,2.07567,1.78613,1.65239,1.48779,1.56657,2.17395,1.7956,1.7567,1.84014,1.73498,1.72745,1.70604,1.65499,1.75235,1.20977,1.76041,2.04975
"1284",0.62378,-0.0183,0.76463,0.65018,0.24096,0.73492,-0.22825,0.67388,0.48404,0.60316,0.49073,0.35274,-0.00501,0.25045,0.52591,0.53358,1.02429,0.76918,0.42304,-0.32828,0.54033,0.4079,0.66348,0.42202,0.07582,0.51557,0.93981,0.56262,0.22594,0.55961,0.83099,0.42779,0.41357,0.55678,0.7981,0.55939,-0.0423,0.5141
"1285",-1.45769,-1.3942,-1.46227,-1.40715,0.48697,-1.21719,-1.37386,-1.36832,-1.20249,-1.21583,-1.28137,-1.03209,-0.90822,-0.92063,-0.64905,-1.40095,-1.56783,-1.15769,-1.24482,0.31049,-0.37242,-1.12665,-1.20963,-0.27372,-1.25268,-1.27619,-1.23051,-1.43337,-0.76881,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1286",-1.29723,-1.24018,-0.88875,-0.96618,-0.52381,-1.20796,-1.37386,-0.28571,-1.29349,-1.21583,-1.28137,-1.03209,-0.96845,-1.39979,-0.47759,-0.38473,-0.34824,-0.9229,-0.3647,0.26864,-1.06221,-1.12665,-0.9406,-0.52402,-0.61926,-0.59101,0.17725,-1.07651,-1.04355,-1.12109,-0.7611,-1.44434,-0.92557,-0.62005,-0.3321,-1.39906,-1.34579,-0.87017
"1287",-1.45769,-1.3942,-1.46227,-1.40715,-0.44349,-1.21719,0.59002,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-0.9628,0.12822,-0.66818,-1.40095,-1.56783,-1.20466,-1.24482,-0.58396,0.11875,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-0.30113,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1288",-0.04404,0.14687,0.19549,-0.16204,0.43753,0.34828,-0.59602,-0.69646,0.44672,0.44957,0.06826,-0.26173,0.13721,0.20283,0.25166,0.0886,-0.42784,0.09066,-1.24482,0.33699,-1.06221,-1.12665,0.02352,0.2255,-0.58254,0.01553,-1.23051,-0.15123,0.2638,-1.29865,0.00938,-1.44434,-1.47218,-1.34158,-0.89596,-1.27574,-0.02367,-0.81168
"1289",-0.60881,-1.0775,-0.96027,-0.80989,-0.92425,-0.68716,0.1329,0.18706,-1.47649,-1.21583,-0.1292,-1.03209,-0.55871,-1.3906,-0.38592,-0.63192,-1.56783,-1.20466,0.2731,0.08793,1.30499,0.38302,-1.20963,0.43425,-1.25268,-1.18817,-1.23051,-1.43337,-0.13281,-1.29865,-1.26183,-1.44434,-1.47218,-1.30569,-1.22961,-0.95817,-1.34579,-1.21326
"1290",-0.04006,0.03615,0.22565,0.25658,0.63929,-0.07032,0.21648,0.02254,0.77704,0.71691,0.45951,0.24413,0.37097,0.27638,0.48398,0.65387,0.28836,1.29456,0.58703,0.76495,1.42923,-0.00408,0.42275,0.5168,0.09118,-0.0146,-0.8295,0.10505,0.48606,0.28846,-0.21827,-0.18888,-0.4601,0.25596,-0.2092,-0.142,0.17024,-0.31635
"1291",-1.04751,-0.58643,-1.46227,-0.98393,-0.63118,-1.07145,-1.37386,-1.36832,-0.83325,-0.72218,-0.85019,-0.6447,0.33021,-1.39979,-1.38625,-0.64038,-0.87459,-0.62814,-0.59638,-0.2165,-0.19215,-1.12665,-1.20963,-1.48332,-1.25268,-0.85376,-1.23051,-1.29827,-0.66273,-0.10823,-1.26183,-1.06397,-1.47218,-1.34158,-1.01292,-0.79858,-1.34579,-1.32403
"1292",0.36323,0.31347,0.61915,-0.64215,-0.27672,-0.91821,-0.22825,0.52348,-1.47649,-1.04043,-0.3268,-1.03209,0.00635,-0.75041,-0.76196,0.29824,-0.64162,0.40992,-1.24482,-0.04356,-1.06221,-1.12665,-0.49067,-0.15265,-0.12613,0.22661,0.71008,-0.57064,-1.08902,-0.69414,-0.23232,-0.35504,-1.47218,-0.89447,-1.05256,-0.0854,-1.34579,0.47511
"1293",0.04333,0.22701,0.21918,-0.09715,-0.07536,0.22726,-0.02261,-0.28293,0.2644,-0.12565,0.62701,-1.03209,0.07854,0.09405,0.28902,-0.43132,-0.41693,-0.83376,-0.66167,0.28707,-0.13692,0.39267,0.08657,0.0416,-0.42177,-0.45622,-0.71912,-0.62516,-0.84451,-0.76452,-1.26183,-0.46769,-0.65834,-0.88331,-1.11093,-0.55854,-0.2745,-0.03644
"1294",0.32129,0.12326,0.6249,0.49449,0.06991,0.387,0.31334,0.58001,0.24326,0.27242,0.34389,-0.03882,0.12084,0.12999,-0.2902,0.42665,0.05445,0.36949,0.13218,-0.0341,-0.3681,0.35947,0.25857,0.1562,0.13164,0.20643,0.61113,0.33139,-0.28485,-0.03543,0.15836,0.37906,0.37449,0.36994,0.52315,0.04121,-0.01268,0.24699
"1295",-0.31006,0.89843,-0.08499,0.10849,0.63929,-0.20982,-0.00519,-0.83768,0.60933,0.83115,1.17109,-1.03209,0.16436,0.19629,0.72927,0.69532,0.03434,-1.20466,0.52597,0.7815,2.02796,-0.08304,0.41914,0.41212,0.05794,-1.27619,-1.23051,-0.05421,0.836,-0.7183,-1.16845,-0.06972,-1.47218,-0.72576,-0.6481,-1.06772,-0.48618,0.05707
"1296",-1.45769,0.49547,0.12756,-1.40715,-1.42668,-0.02297,-1.37386,-1.36832,0.36679,-1.08723,-1.28137,-1.03209,-1.05156,1.44709,-1.39503,-1.40095,0.77785,-0.24843,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,-1.25268,-1.27619,-1.23051,-1.43337,-1.08902,0.02484,-0.90501,-0.28875,-1.21449,0.17938,-1.22961,0.37516,-1.34579,-1.32403
"1297",0.42276,-0.83055,0.04448,0.23401,0.36141,-1.0326,-0.13701,0.59599,0.44317,0.02698,-0.01498,-0.96636,0.3597,-0.22187,0.32987,0.57579,0.30422,0.39724,0.05676,0.54258,1.57671,0.23885,-0.48149,0.37661,0.14406,0.70774,0.23279,0.18384,0.42384,-0.73065,-0.09844,0.0473,0.04462,0.17938,0.42226,0.0219,-0.18994,0.30287
"1298",-0.18126,-0.26743,-1.46227,0.04881,-0.39661,-1.21719,-0.34788,-0.71407,-0.48965,-0.97442,-1.28137,-1.03209,-0.38459,-0.04194,-0.04345,0.11197,-0.21874,-1.20466,-0.34211,0.52148,0.88379,-0.34791,-1.0742,-0.38909,-1.25268,-0.1877,-0.23962,-0.98863,-0.97512,-1.13451,-0.29082,-1.11201,-0.66502,-0.64964,-1.22961,-1.39906,-1.3204,-1.17402
"1299",0.45811,-0.37265,0.71803,0.52609,-0.09276,0.43831,0.8353,0.90927,0.33805,0.61078,0.54291,0.44617,0.18149,0.60144,-0.00981,0.44713,0.07166,0.51387,-0.46928,-0.60979,0.16571,0.58172,-0.25797,0.5101,0.37732,0.24635,0.91494,0.48082,0.25283,0.47842,0.68613,0.67316,0.81691,0.56934,0.90832,0.44664,0.63999,0.28616
"1300",0.26889,-1.3942,-0.98546,0.43452,-0.55221,-0.35187,-0.45671,0.38679,0.05624,-1.21583,-0.51942,0.42038,-1.36149,-0.2401,-0.43501,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-0.48761,0.31263,-0.64005,-0.64642,-1.09138,-1.27619,-1.23051,-0.06833,-1.08902,-1.29865,0.61324,0.40205,0.41548,-0.28578,0.11899,0.05864,0.45655,0.15256
"1301",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,1.06092,-1.06221,-1.12665,-1.20963,-1.48332,-1.18994,-1.27619,-1.23051,-1.43337,-1.08902,-1.29865,-1.26183,-1.44434,-1.47218,-1.34158,-1.22961,-1.39906,-1.34579,-1.32403
"1302",0.22381,0.57268,-0.40992,0.57726,0.77868,-0.77511,0.51527,-1.36832,0.37745,0.17831,1.06294,-0.76238,0.30374,0.46976,0.64268,0.41972,-0.07549,1.09593,-0.29847,0.2473,1.29166,-0.10223,0.40826,0.73876,0.21717,0.07299,-0.4451,0.68948,0.37284,-0.53903,-0.52831,-0.04133,-0.24195,0.55217,0.19801,-0.24721,0.20342,0.66532
"1303",0.57621,1.15961,0.47922,0.48705,0.60064,0.37871,0.10648,0.59915,0.60049,1.02587,1.45109,1.19206,0.72101,0.7176,0.61513,0.34451,0.21666,0.33316,0.44779,1.19202,0.99375,1.383,0.55371,0.64943,0.89897,0.76721,0.14492,0.60432,1.07257,0.48984,0.29079,0.61605,0.60461,0.66711,0.72308,0.09106,0.3863,1.11874
"1304",-0.1252,-0.35879,0.09974,-1.31773,-0.90823,-0.8044,-1.37386,0.40259,-0.63152,-0.72758,-0.34593,-0.3636,-0.30088,-0.14516,-0.63776,-0.21562,0.11089,0.06525,-0.65648,-1.20031,-0.41678,-0.3995,0.06341,-0.46834,-0.63819,0.29141,-0.0655,-0.43639,-0.58904,-0.78641,-0.6239,-0.45577,-0.06983,-0.2974,0.30367,-0.64106,-0.22883,0.11631
"1305",0.82515,-0.94545,-0.14186,0.62471,0.60479,-0.27813,-1.10054,-0.33715,0.33198,-1.21583,-0.07267,-1.03209,-0.70572,0.10316,0.87042,-1.40095,-1.56783,-0.95951,-1.24482,-0.28075,0.82814,-0.08304,-0.38168,0.69008,-0.24017,-0.15148,-0.04115,-0.15569,-0.78886,-0.08514,-0.29689,0.33734,-0.97706,-0.01747,-0.86212,0.28937,-1.34579,-1.32403
"1306",-0.26595,0.18785,0.23718,-0.38267,0.03805,0.16657,-1.37386,-0.54052,-0.26995,-0.76627,0.6248,-0.87957,0.00069,0.55032,0.04871,-0.62352,0.04947,-0.39862,-1.24482,-0.34018,1.56314,-1.12665,-0.10393,0.13971,-0.06749,-0.21363,-0.33313,0.3418,-0.47625,-1.29865,-0.65514,0.06733,-0.52597,0.89028,0.29966,-0.74394,-0.66068,0.40794
"1307",-1.45769,-1.3942,-1.46227,-1.40715,-1.42668,-1.21719,-1.37386,-1.36832,-1.47649,-1.21583,-1.28137,-1.03209,-1.36149,-1.39979,-1.39503,-1.40095,-1.56783,-1.20466,-1.24482,-1.60767,-1.06221,-1.12665,-1.20963,-1.48332,0.20185,-1.27619,-1.23051,-1.01125,0.73637,-1.29865,-1.26183,-1.44434,0.24179,-1.34158,-1.22961,-1.39906,1.22302,1.27517
"1308",0.60129,0.86109,0.52808,0.47324,0.54389,0.31503,0.18182,0.67097,0.15675,0.38242,0.89214,1.20477,0.60095,0.41962,0.48816,0.97745,0.71486,0.8923,0.9062,0.37483,-1.06221,1.81739,0.50541,0.32617,0.97333,0.55072,0.30766,1.48195,1.55138,0.42495,0.63606,0.65196,1.84691,0.97197,0.62178,1.05569,1.61799,2.048
